Hot Water System : Hot Water Supply Temperature Local (°F),AHU-01 VAV : Hot  Water Coil Flow Meter Local (gpm),AHU-01 VAV : Mixed Air Temperature Local (°F),AHU-01 VAV : Supply Fan Air Flow Local (cfm)
117.9,0.1,73.3,648.9
118.7,0.2,63.4,836.6
119.6,0.8,55.9,1138.3
121.1,0.4,67.0,953.1
118.7,0.1,73.0,993.5
119.8,0.2,74.3,829.2
122.4,1.6,58.2,1321.1
119.3,0.2,77.6,1025.7
119.0,0.2,75.4,648.9
120.9,0.2,76.0,669.8
119.8,0.2,75.1,1184.1
121.6,0.8,63.7,1343.6
119.9,0.1,77.1,1106.6
119.5,0.4,83.0,1357.2
119.9,0.1,74.7,737.6
121.6,0.8,68.9,1231.4
120.1,0.8,62.1,1099.8
121.1,0.8,64.6,1320.6
122.1,0.8,82.5,1409.4
122.1,1.6,59.9,1162.2
119.6,0.3,71.0,817.1
120.1,0.8,66.7,994.0
119.7,1.1,54.7,1134.4
121.7,0.4,80.2,776.1
119.7,0.6,69.4,651.8
120.8,1.6,46.5,970.1
121.5,0.8,62.4,782.0
119.9,0.2,75.0,705.4
119.6,0.8,62.0,1051.1
119.8,0.2,73.9,1179.3
120.1,1.1,60.4,1328.4
121.6,0.8,61.6,602.1
122.6,1.6,57.7,1253.4
120.3,0.2,75.2,1169.0
119.8,0.6,67.3,1008.6
121.9,1.1,60.0,874.6
121.5,0.4,82.9,1339.2
122.5,1.6,43.2,977.9
119.6,0.3,69.2,1011.1
120.4,0.8,62.0,595.2
113.7,0.2,74.8,1366.0
120.8,0.3,68.1,1043.3
120.9,0.2,75.7,664.0
119.6,1.6,55.2,1129.5
121.7,0.6,65.8,639.6
118.8,0.1,74.6,699.6
121.0,0.6,64.4,895.1
121.2,0.4,78.4,1190.5
119.9,0.6,68.4,627.9
122.6,1.6,41.9,996.0
121.4,0.4,73.6,865.3
120.7,0.2,74.3,860.9
122.6,1.6,58.6,1349.9
121.8,0.8,61.9,1090.1
118.5,0.1,74.9,742.5
120.3,0.2,69.1,1066.7
120.4,0.2,75.9,668.9
121.4,1.6,40.3,962.8
122.6,1.6,59.7,535.8
120.3,1.6,42.0,954.0
118.5,0.1,76.9,1090.5
120.7,0.3,77.1,1423.5
120.3,1.6,55.2,1142.7
120.9,0.2,75.9,672.8
120.2,0.2,75.0,935.0
116.9,0.1,72.9,1322.1
122.5,1.6,46.8,985.2
120.3,1.1,62.0,1330.4
119.2,0.1,74.5,705.9
119.5,1.6,42.9,985.7
121.4,0.4,78.3,1158.8
69.4,0.0,73.1,1330.4
119.8,0.8,53.9,537.2
119.0,0.1,73.2,660.6
120.1,0.4,73.8,807.8
118.9,0.2,62.0,835.6
120.0,1.6,47.3,986.2
113.1,0.3,76.4,1363.5
120.8,0.2,75.8,645.9
120.1,0.8,66.2,1275.3
119.8,1.1,62.5,1064.7
108.7,0.1,72.2,1277.3
121.0,0.4,80.9,1360.1
120.7,0.2,75.8,668.4
116.9,0.1,73.1,1274.8
120.4,0.6,66.9,967.2
119.8,0.8,55.2,1125.2
120.4,0.3,76.1,993.5
119.0,0.1,72.6,638.1
120.1,0.2,61.5,816.1
120.8,0.6,82.1,1372.8
87.7,0.1,72.0,1289.0
119.6,0.1,75.0,538.7
119.8,0.8,54.0,517.2
121.7,0.8,55.1,1146.6
119.1,0.2,75.1,883.4
122.4,1.6,61.2,631.8
110.7,0.3,76.8,1355.3
118.9,0.1,73.3,649.4
119.7,1.5,54.7,876.0
117.8,0.1,75.1,735.2
120.0,0.8,61.3,598.7
121.3,0.2,75.3,827.3
120.3,0.2,74.2,1159.3
118.4,0.1,72.1,991.6
118.3,0.1,73.3,667.4
122.3,1.6,59.3,648.9
122.2,0.8,76.7,1342.1
120.8,0.8,55.2,711.8
118.3,0.1,75.1,704.4
120.8,1.1,68.7,861.4
121.6,1.1,61.2,1068.1
119.9,0.3,74.1,1178.3
121.8,0.6,62.1,1055.4
121.8,0.8,62.8,1063.2
120.6,0.2,76.0,652.3
119.9,0.4,81.7,564.5
121.0,0.3,61.3,530.4
119.4,0.2,74.1,1160.7
122.6,1.6,40.6,968.2
119.4,0.3,71.9,840.9
119.6,0.2,65.9,615.7
120.7,1.1,54.7,675.7
120.5,0.4,57.7,524.6
118.4,0.1,72.6,648.9
120.2,0.6,70.1,1159.8
119.1,0.1,73.2,638.6
119.4,0.3,58.0,536.7
120.7,0.2,74.3,1170.0
120.1,0.8,53.4,547.5
119.1,0.2,74.7,816.1
118.6,0.1,72.1,689.8
120.3,1.6,54.0,897.0
121.0,0.3,61.8,549.4
121.9,1.6,53.6,899.4
119.0,0.1,73.4,638.1
120.5,0.3,76.5,636.7
122.0,1.6,40.3,941.4
122.1,1.6,60.9,503.6
120.7,0.6,69.1,643.5
121.0,1.6,57.2,1350.4
120.5,0.2,73.2,674.7
119.8,0.6,61.6,1089.6
119.0,0.1,73.2,615.7
114.6,0.4,77.7,1356.7
121.4,1.1,70.5,808.8
120.0,1.1,55.3,1117.8
121.7,0.8,61.9,1058.9
97.4,0.2,74.2,1365.0
121.3,0.3,75.2,1176.3
119.4,0.3,79.1,1407.9
119.2,0.2,61.9,843.9
120.2,0.2,76.0,667.4
119.4,0.4,77.3,1188.0
119.8,0.2,74.7,724.4
120.8,0.3,61.2,525.0
120.5,0.4,82.5,1347.5
122.2,1.6,60.3,1073.0
120.0,0.3,76.6,990.6
120.9,0.3,73.9,1168.5
119.3,0.8,69.5,1255.8
121.2,0.3,79.2,1386.5
119.7,1.6,49.4,1065.7
118.0,0.1,72.0,636.2
121.2,1.6,54.8,875.1
119.6,1.1,55.6,1159.8
120.4,1.6,58.2,1327.5
119.4,0.4,82.2,1354.3
70.8,0.1,71.8,1309.9
110.0,0.3,76.2,1358.2
119.8,1.6,59.0,669.3
119.5,0.2,74.3,827.8
119.6,0.2,62.5,797.1
120.4,1.6,53.9,924.3
119.7,0.4,77.7,1178.3
121.9,0.6,82.2,1360.1
120.4,0.3,78.7,1381.1
119.9,0.2,62.9,533.3
121.0,0.6,69.4,1166.1
122.8,1.6,58.8,1172.0
120.9,0.3,66.5,887.7
119.7,0.6,68.1,614.3
119.3,0.2,74.3,834.6
121.3,0.6,66.0,640.1
122.0,0.8,64.6,914.1
119.7,1.6,55.9,995.0
120.6,1.6,59.0,613.3
122.1,1.6,40.0,958.9
121.3,0.2,76.1,1162.2
121.8,0.8,55.7,1160.7
122.5,1.6,58.3,1173.9
120.9,0.2,76.0,646.4
120.1,1.6,59.6,535.8
120.0,0.6,69.6,1151.5
120.9,1.1,60.9,1053.5
118.4,0.1,72.9,674.7
119.5,0.1,75.2,707.4
120.1,1.6,59.5,535.8
119.1,0.2,75.2,1176.3
120.0,1.6,58.6,1184.1
120.2,1.6,41.9,978.4
121.2,0.6,67.3,638.1
122.4,1.6,40.3,967.7
120.6,0.2,75.8,661.1
122.6,1.6,42.4,969.2
120.3,0.8,61.9,778.5
120.5,1.6,58.6,554.8
120.1,0.2,62.0,802.9
122.0,0.6,68.1,613.8
119.6,0.8,66.4,965.3
120.3,0.8,61.5,620.6
119.3,0.4,80.1,1347.9
120.2,0.4,80.0,1358.7
121.7,0.8,53.8,548.9
119.6,0.2,75.5,665.9
119.8,0.2,74.3,816.6
121.5,1.6,46.7,955.5
118.7,0.1,73.3,655.7
121.2,0.8,61.5,612.3
120.4,0.2,75.6,676.7
120.3,1.5,40.2,1011.6
117.8,0.1,73.3,629.4
117.9,0.1,75.0,743.0
122.8,1.6,59.9,550.9
119.8,1.1,54.7,1137.3
119.8,0.4,78.4,1192.4
121.4,0.6,69.3,634.2
120.8,0.8,63.6,1329.9
122.1,1.2,61.1,1055.9
121.4,0.3,78.2,1395.7
120.8,0.3,57.7,977.4
120.9,0.3,74.1,1192.9
121.8,0.8,61.9,1072.0
118.2,0.1,72.6,629.9
119.1,0.1,75.1,703.0
120.0,0.8,64.6,1327.5
118.8,0.2,61.5,827.8
121.3,0.6,69.3,634.2
119.9,0.2,74.0,597.2
118.8,0.2,61.9,829.2
121.7,0.8,61.9,1074.5
121.1,0.4,76.6,1155.4
121.9,0.6,81.9,1359.6
121.2,0.8,69.5,1246.1
121.5,1.1,78.9,1372.3
119.9,0.8,62.2,1079.3
120.7,0.3,68.7,879.5
118.8,0.2,61.6,812.2
121.3,0.4,78.1,1152.5
121.0,0.2,67.7,1074.0
119.4,0.2,73.8,1191.5
119.8,0.4,78.2,1158.8
120.6,0.6,67.7,973.5
120.7,0.2,75.6,666.4
120.1,0.2,62.3,828.8
120.4,0.6,79.7,1381.6
118.6,0.1,74.5,1289.0
120.1,0.8,61.6,1078.8
122.2,1.1,55.3,1156.8
121.3,1.6,53.1,907.2
120.3,0.2,76.3,919.9
122.0,0.8,65.1,868.2
79.5,0.2,73.9,1347.5
122.5,1.6,59.1,1308.0
122.0,0.8,63.6,1349.4
121.3,0.8,55.5,1137.8
121.2,0.6,67.1,1028.6
121.3,1.1,53.5,537.7
120.1,1.1,55.6,1155.9
120.4,0.3,47.3,684.9
118.8,0.1,74.2,720.0
109.4,0.3,77.1,1348.4
122.2,1.6,40.8,957.0
120.3,1.6,58.5,1154.9
121.4,1.6,42.6,1004.3
120.7,0.2,74.9,1191.5
119.4,0.2,62.0,815.6
121.0,0.3,68.0,1065.2
93.9,0.3,75.5,1361.1
119.8,0.4,78.3,1148.6
120.8,0.4,57.1,530.9
121.3,0.4,78.3,1166.6
119.5,0.3,72.9,826.3
117.8,0.2,76.7,1381.6
121.5,0.8,69.5,1261.2
121.0,1.6,62.2,1163.2
120.0,0.2,62.8,810.7
119.4,0.1,75.1,730.3
120.5,0.8,62.0,1079.3
120.6,0.3,61.8,560.1
121.2,0.8,60.9,623.5
122.3,1.1,77.7,1405.5
121.8,1.6,51.6,1241.7
122.1,1.6,60.5,1171.5
119.2,0.2,75.2,1176.8
122.6,1.6,46.4,950.6
119.9,0.8,62.5,1068.1
119.9,1.6,61.0,627.9
119.6,0.8,61.6,1091.0
119.6,1.1,61.0,1083.2
119.7,0.6,70.1,1208.5
121.5,0.3,77.9,1414.2
120.0,1.1,60.5,1333.3
120.7,0.2,74.5,1158.8
121.3,1.6,60.2,1175.4
121.4,1.6,52.7,963.8
120.7,0.4,57.5,545.5
119.8,0.2,74.2,999.9
122.4,1.6,62.4,747.8
120.5,0.6,71.8,721.0
122.1,0.6,81.8,1355.7
122.1,0.8,65.2,897.5
118.9,0.2,73.7,1171.0
120.8,0.3,60.9,529.9
119.1,0.1,73.0,662.0
118.8,0.2,62.9,813.2
120.4,0.2,75.1,855.6
120.6,1.6,62.0,618.6
117.8,0.2,72.9,640.6
121.4,0.8,53.9,551.9
119.6,0.2,75.0,1169.5
119.9,0.2,75.0,1179.8
120.2,0.8,54.1,539.7
118.8,0.2,61.7,806.8
121.8,1.6,61.0,1184.1
119.8,0.8,61.9,1052.0
119.3,0.2,63.4,823.4
119.9,1.6,56.4,1324.5
119.5,0.2,67.2,820.0
119.2,0.2,74.7,838.5
120.8,0.4,78.8,1385.5
120.4,0.2,74.4,836.1
120.2,0.4,73.6,834.6
120.2,0.2,67.6,1055.4
120.8,0.8,62.0,1063.7
118.5,0.1,74.3,578.7
120.9,0.2,75.8,633.3
121.1,0.6,81.2,1383.5
119.3,0.1,74.3,720.5
121.7,0.6,64.8,878.5
122.0,1.1,56.1,604.5
122.4,1.6,54.0,622.5
121.4,1.6,55.6,631.8
119.3,0.2,67.4,1050.6
119.4,0.3,78.8,1390.8
119.7,0.6,67.7,1001.3
121.7,0.8,62.0,1071.5
69.5,0.2,73.6,1389.9
122.7,1.6,61.2,648.9
120.6,0.2,75.2,1167.1
118.0,0.1,74.9,722.5
119.9,0.2,62.1,816.6
122.2,1.1,75.9,1376.2
121.9,1.6,59.2,605.5
121.6,0.8,82.6,1356.2
118.2,0.1,57.4,619.6
119.8,0.2,75.0,920.9
121.2,0.4,82.4,1337.7
118.8,0.1,73.2,642.0
120.4,0.4,79.8,746.4
119.6,0.2,61.7,831.2
119.9,1.6,54.4,622.5
121.0,0.2,69.2,1052.0
119.5,0.2,75.3,717.1
121.1,0.3,76.2,659.6
120.6,0.8,63.4,1328.0
120.2,0.2,75.1,734.2
121.3,1.6,59.2,500.7
120.7,0.6,66.2,656.7
119.2,0.1,74.1,725.9
119.1,0.2,75.0,1164.6
120.0,1.1,59.9,961.8
119.7,0.4,74.9,1155.4
117.9,0.1,73.3,636.2
120.5,0.8,55.2,1147.1
119.2,0.2,75.7,648.9
120.3,1.6,61.9,623.0
121.6,0.6,66.1,639.6
120.4,0.3,76.2,626.0
119.9,0.8,61.8,1079.3
122.6,1.6,39.6,996.5
120.9,0.3,78.9,1306.0
117.9,0.1,71.6,990.6
119.6,1.1,55.2,1147.6
121.4,1.6,57.6,1353.3
119.0,0.1,72.3,1013.0
69.4,0.0,72.1,1361.1
119.9,1.6,58.4,1170.5
122.3,1.6,40.2,995.5
121.8,0.6,64.2,901.4
118.9,0.2,74.5,1162.2
122.2,0.6,81.6,1390.8
120.5,1.6,61.0,555.8
122.1,1.1,53.7,543.6
119.1,0.2,74.8,745.4
119.8,0.2,67.2,658.1
119.5,0.6,71.6,704.0
119.1,0.1,74.2,723.9
108.8,0.2,75.0,1372.3
121.2,0.6,67.1,983.8
117.8,0.1,73.3,657.2
120.1,0.2,75.3,908.2
121.0,0.6,71.3,716.6
71.5,0.3,73.0,1382.6
119.6,0.4,75.1,837.5
120.8,1.1,55.0,1166.6
121.0,0.4,66.6,965.3
119.1,0.1,73.3,678.6
118.6,0.1,73.3,643.0
120.8,0.4,66.8,957.9
120.8,0.2,75.3,647.4
121.5,0.4,75.4,807.3
120.3,0.8,63.4,1336.2
119.7,1.6,58.6,1236.8
120.2,0.8,62.1,1045.2
119.6,0.2,74.4,833.1
119.6,0.2,61.9,825.8
108.7,0.2,75.0,1372.3
119.9,0.1,75.2,728.8
120.0,0.2,76.0,664.0
118.0,0.1,73.2,652.3
119.8,1.6,57.4,1317.7
121.5,0.8,54.1,515.8
121.3,1.1,56.0,626.4
117.9,0.1,72.9,645.9
120.4,1.6,41.5,953.6
120.4,0.6,65.1,894.6
120.9,1.6,42.0,961.8
119.5,0.2,62.0,845.3
121.3,1.6,39.5,974.0
122.4,1.6,58.4,1167.6
119.8,1.1,61.0,1310.4
119.1,0.3,67.9,1219.7
120.1,0.2,62.5,831.7
120.8,1.6,47.1,1000.4
122.2,1.6,58.7,1159.8
120.5,0.2,75.4,656.2
121.5,1.1,55.3,1139.8
121.8,1.6,51.9,1285.5
122.1,1.6,58.2,1344.5
119.5,0.4,83.0,1382.1
120.6,0.2,75.8,663.0
121.5,0.6,73.4,1130.0
118.9,0.2,61.9,816.1
117.7,0.1,74.1,733.7
120.0,0.6,67.7,974.0
120.2,0.4,57.9,539.2
121.7,1.1,62.7,1072.5
118.3,0.1,75.0,727.8
119.0,0.2,75.4,1176.3
119.6,0.2,73.9,574.3
121.1,0.3,75.9,1015.5
120.5,0.2,75.9,636.7
122.2,1.6,58.4,1168.1
119.6,0.2,75.2,1183.7
119.7,0.3,73.1,834.1
121.8,0.8,65.4,1331.9
118.9,0.2,73.6,581.6
119.4,0.3,59.7,550.9
119.4,0.2,63.3,821.4
120.1,0.2,75.0,911.1
120.8,0.4,58.0,508.0
120.0,1.6,60.9,1078.8
121.8,0.8,66.9,978.9
122.1,1.1,60.4,869.2
122.0,1.1,63.0,1072.0
122.0,0.8,67.5,1240.2
119.1,0.2,62.4,840.5
101.5,0.2,74.3,1347.5
121.8,1.1,61.3,1331.4
116.8,0.2,75.1,1376.2
121.2,0.4,80.6,1366.0
119.4,0.1,74.9,731.3
122.6,1.6,54.4,899.9
120.0,0.3,76.0,662.0
119.1,0.1,72.2,651.3
118.8,0.1,74.6,728.8
122.7,1.6,49.7,1250.0
120.9,0.2,74.2,819.5
122.7,1.6,50.8,1292.9
120.4,0.2,75.4,1024.2
119.6,0.6,67.5,985.2
120.8,0.4,68.2,1002.3
120.7,0.2,75.2,1194.4
119.7,0.6,82.3,1377.2
118.9,0.1,74.5,738.6
120.3,0.6,53.3,530.4
121.7,1.1,60.8,1351.4
120.4,0.2,75.7,901.4
120.2,0.8,68.1,1346.5
121.8,0.6,71.3,694.2
120.7,0.8,62.0,1081.8
120.3,0.2,77.6,1388.9
119.2,0.1,73.3,647.9
118.8,0.2,74.9,1199.3
121.5,0.8,62.0,1072.0
119.9,0.3,77.2,1009.1
119.0,0.2,74.1,752.2
120.3,0.8,69.5,1231.9
120.2,0.6,61.9,1097.4
120.6,0.8,61.9,1071.0
119.4,0.2,74.3,827.8
119.8,1.6,43.6,956.5
122.4,1.6,42.0,977.0
120.1,0.2,75.5,657.2
120.0,0.2,63.5,807.3
121.5,0.4,67.9,637.7
121.3,0.8,65.5,905.3
120.2,0.2,73.6,871.7
120.8,0.4,57.8,535.8
118.6,0.1,74.6,750.3
118.7,0.1,73.3,637.7
119.9,0.2,62.5,823.4
119.5,0.6,61.7,815.1
121.2,0.6,69.6,634.7
121.1,0.6,62.3,1074.9
121.5,0.4,58.9,539.2
119.2,0.2,74.5,644.0
120.6,0.3,78.2,1401.6
121.1,0.4,58.7,551.4
119.7,0.6,64.0,905.8
120.7,0.3,68.5,1222.2
118.4,0.1,74.6,723.5
119.5,1.6,40.9,984.3
119.0,0.2,76.0,668.9
119.3,0.2,73.1,1008.6
120.6,0.8,54.1,506.5
121.8,0.8,69.2,1230.9
121.9,0.6,67.9,643.0
120.8,0.3,79.6,1354.3
120.9,0.2,75.7,652.8
119.3,0.8,69.7,1253.9
120.8,1.1,62.7,1334.8
122.4,1.6,50.6,993.0
122.1,0.6,82.3,1375.2
119.1,1.6,73.9,650.3
119.7,0.8,55.2,1160.3
119.9,0.2,76.0,637.2
119.3,0.1,75.2,726.4
120.8,0.2,74.7,1188.0
119.6,0.2,63.0,827.8
119.8,1.6,55.5,881.9
118.7,0.1,73.4,1291.9
121.4,1.6,40.2,987.2
121.5,0.6,65.2,637.2
119.7,0.8,65.9,865.8
120.8,0.3,70.6,817.1
119.7,0.8,62.7,1073.0
121.3,0.8,64.0,1334.3
118.8,0.1,73.3,642.5
117.8,0.1,74.0,722.0
119.1,0.1,74.9,762.5
121.4,0.6,67.9,991.1
120.1,0.8,63.8,1352.3
121.5,0.6,82.1,1387.4
121.5,0.8,62.3,743.9
119.5,1.2,73.1,844.8
117.9,0.1,74.5,727.4
121.3,1.1,55.4,642.0
119.1,0.1,73.3,649.4
119.8,0.2,62.0,811.7
120.2,1.6,49.6,673.7
120.1,0.8,53.5,532.4
119.8,1.6,60.5,611.8
120.8,0.3,67.6,1246.1
120.8,0.2,75.1,1181.7
119.9,1.6,57.5,1314.3
120.8,0.3,56.9,528.9
119.9,1.6,62.5,525.5
121.8,0.6,68.1,623.0
110.0,0.2,76.1,1398.6
120.8,0.8,62.4,1071.5
119.4,0.3,61.3,524.6
121.8,1.6,48.9,961.4
121.3,1.6,39.8,961.4
121.7,1.1,61.2,1352.3
121.0,1.6,59.9,566.5
120.3,1.1,55.9,615.7
119.8,1.6,41.0,992.6
122.5,1.6,60.6,1161.7
118.8,0.2,74.9,1199.3
121.3,1.1,53.9,541.6
119.5,0.8,64.2,1154.9
120.1,0.2,61.6,833.6
120.4,0.2,74.7,1176.3
120.3,0.8,62.3,1042.8
119.8,0.8,62.4,769.3
122.1,1.1,55.4,1166.6
120.7,0.8,55.4,1135.9
121.1,1.6,49.7,1245.6
119.6,0.2,74.7,777.1
120.5,0.4,67.6,990.6
119.9,0.6,65.2,639.1
118.6,0.2,73.8,844.4
120.0,0.3,75.6,834.1
120.8,0.2,75.2,1171.0
120.0,1.6,44.6,989.6
119.1,0.2,75.9,911.1
119.2,0.1,73.1,670.3
119.6,1.6,46.7,977.9
119.9,0.1,75.5,1087.1
119.9,0.8,64.4,1367.0
120.7,1.1,60.2,991.1
120.7,0.3,73.9,1167.1
119.4,0.2,73.6,804.9
119.4,0.3,62.0,574.3
120.6,0.4,78.2,1168.5
121.0,0.4,80.2,729.8
119.5,0.6,82.2,1410.8
119.1,0.2,75.1,649.4
121.8,0.8,61.8,1059.8
121.0,0.3,68.0,1064.2
121.4,0.3,76.7,1003.8
118.7,0.1,72.6,652.3
119.5,1.6,55.7,1161.7
119.8,0.8,61.9,1065.2
121.0,1.1,53.5,509.0
120.9,0.3,73.9,1184.1
119.3,0.4,78.4,739.5
120.2,1.6,40.8,977.9
118.8,0.2,63.5,805.8
120.9,0.4,60.7,854.1
121.3,0.8,70.1,1335.8
120.4,0.2,75.1,1176.3
119.7,0.2,73.7,1189.5
120.4,0.3,77.4,1404.5
120.8,0.2,74.3,816.6
121.0,1.1,55.3,1145.6
121.5,1.6,39.9,1014.0
121.7,0.7,82.3,1401.6
121.6,0.4,82.9,1335.3
120.7,0.2,75.2,1177.8
119.8,0.8,61.5,1066.2
119.3,0.2,73.0,1027.2
121.1,0.8,62.4,1078.4
120.0,0.8,55.4,1148.6
122.1,1.6,57.0,846.3
120.4,0.2,73.8,1171.5
119.5,0.3,66.0,918.9
120.3,0.2,73.4,654.2
121.8,1.6,54.2,815.6
120.5,1.1,63.1,1069.6
120.2,0.4,67.0,971.6
69.4,0.0,72.9,1366.5
119.6,0.3,76.1,1014.5
120.9,0.2,74.2,665.0
121.9,0.6,61.5,807.8
120.2,0.3,67.7,1253.9
119.1,0.1,73.3,632.3
119.3,0.3,74.1,1186.6
119.2,0.1,73.9,733.7
120.6,1.6,41.7,990.6
120.0,0.2,61.5,838.0
121.0,0.2,68.9,1061.8
120.1,0.2,62.3,823.4
120.7,1.6,60.3,1041.8
120.8,0.4,77.6,1142.7
120.8,0.3,66.2,879.5
121.0,0.3,77.5,1370.4
122.4,1.6,44.8,978.4
119.6,0.3,71.2,1006.7
119.8,0.6,68.7,636.7
121.1,0.4,67.0,977.0
80.5,0.3,74.0,1430.3
120.2,0.8,65.6,873.6
120.0,0.2,74.9,671.8
121.0,1.6,50.0,1225.6
119.9,0.2,62.9,803.9
120.1,1.6,55.5,620.1
119.8,1.1,55.1,1149.0
119.0,0.2,73.3,1009.6
120.2,0.2,77.3,1382.6
121.8,1.6,55.5,625.0
119.7,0.2,75.2,1169.0
118.8,0.1,72.9,661.5
119.9,0.2,74.3,822.9
119.1,0.2,75.3,709.3
120.7,0.2,75.3,705.9
120.0,0.2,74.1,1170.0
121.1,0.4,77.8,730.8
119.8,0.2,75.2,723.9
120.0,1.1,62.1,1302.1
120.0,0.2,61.7,804.9
121.3,0.8,61.9,1072.5
118.0,0.1,73.3,666.9
122.0,1.6,60.7,1161.7
119.8,0.2,75.0,710.8
120.3,1.6,49.0,1246.5
120.3,1.6,41.0,960.4
119.3,0.4,81.6,1328.4
119.4,0.4,56.0,495.8
119.1,0.2,76.0,665.9
122.2,1.6,40.4,958.9
119.9,1.6,61.8,1174.4
118.7,0.1,71.8,993.0
119.0,0.1,77.0,1091.5
122.4,1.1,59.9,1322.6
121.1,0.8,65.8,885.8
122.4,1.6,54.9,1148.6
121.7,0.8,61.8,1055.9
119.7,0.8,53.9,531.4
121.8,1.6,49.7,1275.3
119.9,0.6,67.8,949.2
121.2,0.4,78.4,1178.3
119.1,0.2,74.9,1186.6
119.2,0.1,72.0,1016.4
117.9,0.1,58.2,608.9
119.8,0.8,65.2,946.7
105.2,0.3,72.8,1396.2
121.2,0.3,66.6,905.3
118.8,0.2,62.0,826.8
119.2,0.2,67.9,1067.6
119.3,0.2,61.3,798.5
120.4,0.3,74.0,1170.5
119.2,0.3,48.8,679.1
119.2,0.1,74.7,719.6
118.0,0.1,74.1,738.6
122.1,1.6,45.6,937.5
120.6,0.1,71.1,1010.1
119.7,0.3,57.3,568.9
120.0,0.2,73.5,617.7
120.7,0.8,68.8,1244.1
120.8,1.6,46.6,995.0
120.4,0.3,69.4,959.4
119.7,0.2,75.3,1157.8
121.1,0.3,76.7,1004.3
120.5,0.3,67.8,1245.1
119.4,0.1,75.2,734.7
120.1,0.2,62.0,832.7
120.9,0.3,78.8,1343.1
121.9,1.1,59.6,883.4
121.5,0.8,62.2,1060.3
119.0,0.2,73.3,558.2
117.8,0.1,73.2,661.5
122.8,1.6,61.7,1181.7
121.5,0.6,67.1,982.3
121.8,1.6,49.5,691.8
119.6,1.6,46.7,975.5
120.3,0.8,61.8,1062.8
119.2,0.1,72.9,662.0
119.5,1.6,43.8,979.9
120.8,1.6,60.7,546.0
118.0,0.1,73.4,633.8
119.9,0.8,62.4,1103.7
121.5,0.6,68.8,637.7
121.2,1.6,54.0,907.2
119.9,0.6,69.1,642.0
120.5,1.6,58.6,1334.3
121.0,0.8,62.0,1066.7
118.2,0.1,73.2,1279.7
120.4,1.6,59.9,539.7
119.4,1.6,75.8,1298.2
122.5,1.6,61.1,1178.8
120.0,1.6,40.2,968.2
121.4,0.8,61.9,1085.2
121.1,0.3,76.2,665.4
119.1,0.2,75.1,1121.3
119.9,0.2,75.0,1171.5
121.3,0.8,61.9,1065.7
119.9,1.6,61.1,1162.2
120.5,0.2,69.1,1065.2
121.2,1.6,40.1,967.2
119.7,0.3,65.1,874.6
120.0,1.1,73.3,792.7
119.1,0.2,76.4,1099.8
120.0,0.8,62.2,1111.0
120.7,0.2,75.2,644.5
119.6,1.6,40.2,972.1
120.5,0.3,65.6,843.9
120.5,0.8,68.9,1252.9
120.5,1.6,56.4,1348.4
121.5,0.4,78.0,1173.4
119.4,0.4,82.2,1361.6
119.3,0.1,71.9,997.9
121.5,0.8,62.8,705.9
120.3,0.2,75.2,1167.6
122.7,1.6,41.0,974.0
121.2,0.4,82.6,1372.8
120.1,0.4,80.9,1382.1
119.1,0.2,75.2,1172.9
120.8,0.2,74.9,1011.1
121.7,0.4,79.2,734.2
118.3,0.1,74.2,715.7
120.6,0.3,79.4,1369.4
121.3,0.6,72.4,1152.5
122.8,1.6,61.0,511.9
121.3,0.6,67.7,981.8
120.7,0.8,62.3,1085.7
120.1,0.3,67.2,1000.8
100.7,0.2,75.7,1338.2
122.1,1.6,58.3,1328.9
120.7,0.2,75.0,653.3
120.4,0.2,67.4,1074.5
120.5,0.4,80.3,755.1
118.3,0.1,73.4,660.6
120.7,0.2,76.0,653.7
77.1,0.3,73.8,1440.6
120.9,0.3,72.4,1021.3
120.0,0.8,62.6,1063.7
122.0,0.6,81.9,1388.9
121.8,0.8,53.6,529.9
121.7,1.6,60.3,634.2
120.9,0.8,61.8,1039.4
121.0,0.3,65.5,872.1
120.1,0.3,71.4,1016.4
120.1,0.6,62.0,880.9
120.6,0.8,64.7,876.5
121.7,0.6,69.8,1167.1
119.7,0.6,65.2,630.8
120.6,0.6,82.3,1371.8
120.5,0.2,75.8,633.3
120.8,0.2,63.3,879.5
119.5,1.6,44.4,971.1
119.3,0.4,81.0,1352.8
119.4,0.4,78.1,1169.0
120.6,0.3,65.9,890.7
122.0,0.6,68.9,616.7
120.2,1.6,42.6,959.4
121.6,0.6,82.0,1350.9
120.5,1.1,62.8,1337.7
119.7,1.6,54.1,892.1
69.4,0.0,72.5,1379.6
119.6,0.2,75.7,852.2
119.6,0.2,74.9,1184.6
119.9,0.2,62.2,813.6
85.8,0.3,74.6,1377.2
120.7,0.6,69.7,1151.0
121.0,1.6,50.6,1245.1
119.6,0.8,62.2,1060.8
120.5,0.8,62.3,1079.3
119.5,0.2,67.9,1077.9
120.9,1.6,56.2,1338.2
121.4,0.8,53.9,536.3
120.5,1.6,61.0,1175.4
121.0,0.3,56.3,526.0
120.6,0.8,56.4,707.4
120.0,0.8,67.9,1225.6
120.6,0.2,74.6,706.9
121.9,1.6,61.5,1153.9
120.5,1.2,54.7,719.6
120.3,0.2,76.0,663.0
119.4,0.1,74.8,718.1
119.7,0.6,65.3,641.6
121.9,0.8,62.0,1056.4
